Class,PK_CountLineCode,PK_CountLineCodeDecl,PK_CountLineCodeExe,PK_AvgLineCode,PK_AvgLineCodeDecl,PK_AvgLineCodeExe,PK_MaxLineCode,PK_MaxLineCodeDecl,PK_MaxLineCodeExe,PK_MinLineCode,PK_MinLineCodeDecl,PK_MinLineCodeExe,PK_SDLineCode,PK_SDLineCodeDecl,PK_SDLineCodeExe,PK_CountStmt,PK_CountStmtDecl,PK_CountStmtExe,PK_AvgStmt,PK_AvgStmtDecl,PK_AvgStmtExe,PK_MaxStmt,PK_MaxStmtDecl,PK_MaxStmtExe,PK_MinStmt,PK_MinStmtDecl,PK_MinStmtExe,PK_SDStmt,PK_SDStmtDecl,PK_SDStmtExe,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_PKNOMNAMM,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_SumCyclomaticModified,PK_SumCyclomaticStrict,PK_SumEssential,PK_MaxCyclomatic,PK_MaxCyclomaticModified,PK_MaxCyclomaticStrict,PK_MaxEssential,PK_AvgCyclomatic,PK_AvgCyclomaticModified,PK_AvgCyclomaticStrict,PK_AvgEssential,PK_MinCyclomatic,PK_MinCyclomaticModified,PK_MinCyclomaticStrict,PK_MinEssential,PK_SDCyclomatic,PK_SDCyclomaticModified,PK_SDCyclomaticStrict,PK_SDEssential,PK_MaxNesting,PK_MinNesting,PK_AvgNesting,PK_SDNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountLineCodeDecl,CSORD_CountLineCodeExe,CSORD_AvgLineCode,CSORD_AvgLineCodeDecl,CSORD_AvgLineCodeExe,CSORD_MaxLineCode,CSORD_MaxLineCodeDecl,CSORD_MaxLineCodeExe,CSORD_MinLineCode,CSORD_MinLineCodeDecl,CSORD_MinLineCodeExe,CSORD_SDLineCode,CSORD_SDLineCodeDecl,CSORD_SDLineCodeExe,CSORD_LogLineCode,CSORD_LogLineCodeDecl,CSORD_LogLineCodeExe,CSORD_CountLineCodeNAMM,CSORD_CountLineCodeDeclNAMM,CSORD_CountLineCodeExeNAMM,CSORD_AvgLineCodeNAMM,CSORD_AvgLineCodeDeclNAMM,CSORD_AvgLineCodeExeNAMM,CSORD_MaxLineCodeNAMM,CSORD_MaxLineCodeDeclNAMM,CSORD_MaxLineCodeExeNAMM,CSORD_MinLineCodeNAMM,CSORD_MinLineCodeDeclNAMM,CSORD_MinLineCodeExeNAMM,CSORD_SDLineCodeNAMM,CSORD_SDLineCodeDeclNAMM,CSORD_SDLineCodeExeNAMM,CSORD_LogStmt,CSORD_LogStmtDecl,CSORD_LogStmtExe,CSORD_CountStmt,CSORD_CountStmtDecl,CSORD_CountStmtExe,CSORD_AvgStmt,CSORD_AvgStmtDecl,CSORD_AvgStmtExe,CSORD_MaxStmt,CSORD_MaxStmtDecl,CSORD_MaxStmtExe,CSORD_MinStmt,CSORD_MinStmtDecl,CSORD_MinStmtExe,CSORD_SDStmt,CSORD_SDStmtDecl,CSORD_SDStmtExe,CSORD_CountStmtNAMM,CSORD_CountStmtDeclNAMM,CSORD_CountStmtExeNAMM,CSORD_AvgStmtNAMM,CSORD_AvgStmtDeclNAMM,CSORD_AvgStmtExeNAMM,CSORD_MaxStmtNAMM,CSORD_MaxStmtDeclNAMM,CSORD_MaxStmtExeNAMM,CSORD_MinStmtNAMM,CSORD_MinStmtDeclNAMM,CSORD_MinStmtExeNAMM,CSORD_SDStmtNAMM,CSORD_SDStmtDeclNAMM,CSORD_SDStmtExeNAMM,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_CSNOMNAMM,CSORD_SumCSNOP,CSORD_MaxCSNOP,CSORD_MinCSNOP,CSORD_AvgCSNOP,CSORD_SDCSNOP,CSORD_SumCSNOPNAMM,CSORD_MaxCSNOPNAMM,CSORD_MinCSNOPNAMM,CSORD_AvgCSNOPNAMM,CSORD_SDCSNOPNAMM,CSORD_SumCyclomatic,CSORD_SumCyclomaticModified,CSORD_SumCyclomaticStrict,CSORD_SumEssential,CSORD_MaxCyclomatic,CSORD_MaxCyclomaticModified,CSORD_MaxCyclomaticStrict,CSORD_MaxEssential,CSORD_AvgCyclomatic,CSORD_AvgCyclomaticModified,CSORD_AvgCyclomaticStrict,CSORD_AvgEssential,CSORD_MinCyclomatic,CSORD_MinCyclomaticModified,CSORD_MinCyclomaticStrict,CSORD_MinEssential,CSORD_SDCyclomatic,CSORD_SDCyclomaticModified,CSORD_SDCyclomaticStrict,CSORD_SDEssential,CSORD_LogCyclomatic,CSORD_LogCyclomaticStrict,CSORD_LogCyclomaticModified,CSORD_LogEssential,CSORD_SumCyclomaticNAMM,CSORD_SumCyclomaticModifiedNAMM,CSORD_SumCyclomaticStrictNAMM,CSORD_SumEssentialNAMM,CSORD_MaxCyclomaticNAMM,CSORD_MaxCyclomaticModifiedNAMM,CSORD_MaxCyclomaticStrictNAMM,CSORD_MaxEssentialNAMM,CSORD_AvgCyclomaticNAMM,CSORD_AvgCyclomaticModifiedNAMM,CSORD_AvgCyclomaticStrictNAMM,CSORD_AvgEssentialNAMM,CSORD_MinCyclomaticNAMM,CSORD_MinCyclomaticModifiedNAMM,CSORD_MinCyclomaticStrictNAMM,CSORD_MinEssentialNAMM,CSORD_SDCyclomaticNAMM,CSORD_SDCyclomaticModifiedNAMM,CSORD_SDCyclomaticStrictNAMM,CSORD_SDEssentialNAMM,CSORD_MaxNesting,CSORD_MinNesting,CSORD_AvgNesting,CSORD_SDNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_MinCountPath,CSORD_MaxCountPath,CSORD_AvgCountPath,CSORD_SDCountPath,CSORD_SumCountPathLog,CSORD_MinCountPathLog,CSORD_MaxCountPathLog,CSORD_AvgCountPathLog,CSORD_SDCountPathLog,CSORD_SumKnots,CSORD_MinKnots,CSORD_MaxKnots,CSORD_AvgKnots,CSORD_SDKnots,CSORD_NumberOfClassConstructors,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Label_LineCoverage,Label_BranchCoverage,Tests,Label_Combine1
org.gudy.azureus2.core3.logging.LogIDs,318,130,159,4,14.0,19.875,77,30,44,4,2,0,25.85053190942113,9.886859966642595,14.546799476173446,248,132,116,14.25,14.25,14.5,65,30,35,2,2,0,20.123058912600733,9.575359001102779,12.419742348374221,16,27,35,17,22,8,8,69,67,70,62,8,8,9,8,1,1,1,1,0,0,0,0,6.872726896945638,6.479535091347217,6.959705453537527,5.7391201416244995,4,0,1.0,1.5,0,1,2,48,11,2,0,499,75,72,30,80,11,18,2,2,21,7,2,0,0,0,15,0,29,22,20,3,1.0,1.0,3,1,1,3,1,1,0.0,0.0,0.0,1.0,0.6020599913279624,0.6020599913279624,9,3,3,3.0,1.0,1.0,3,1,1,3,1,1,0.0,0.0,0.0,0.8450980400142568,0.6020599913279624,0.6020599913279624,25,22,3,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,6,3,3,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,16,3,2,2,2,1,0,0.6666666666666666,0.4714045207910317,2,1,0,0.6666666666666666,0.4714045207910317,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.6020599913279624,3,3,3,3,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,66,1,0,7,4,0,0,15,1,0,1,0,2,0,1,0,2,12,1,169,3,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,144,3,33.3,100.0,6.0,66.65
org.gudy.azureus2.core3.logging.Logger,318,130,159,4,14.0,19.875,77,30,44,4,2,0,25.85053190942113,9.886859966642595,14.546799476173446,248,132,116,14.25,14.25,14.5,65,30,35,2,2,0,20.123058912600733,9.575359001102779,12.419742348374221,16,27,35,17,22,8,8,69,67,70,62,8,8,9,8,1,1,1,1,0,0,0,0,6.872726896945638,6.479535091347217,6.959705453537527,5.7391201416244995,4,0,1.0,1.5,0,1,2,48,11,2,0,931,116,179,49,75,15,4,13,1,29,57,3,1,0,2,8,0,72,20,36,3,1.0,1.0,3,1,1,3,1,1,0.0,0.0,0.0,1.662757831681574,1.2041199826559248,1.2041199826559248,39,13,13,3.0,1.0,1.0,3,1,1,3,1,1,0.0,0.0,0.0,1.4913616938342726,1.2041199826559248,1.2041199826559248,47,19,28,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,26,13,13,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,15,3,0,0,13,13,2,0,0.8666666666666667,0.6182412330330469,13,2,0,1.0,0.5547001962252291,15,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.2041199826559248,13,13,13,13,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,50,13,12,755,17,0,5,3,9,0,0,0,15,2,1,0,1,12,0,169,15,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,9,243,15,100.0,100.0,24.2,100.0
org.gudy.azureus2.core3.peer.impl.control.PEPeerControlImpl,3398,952,1993,15,296.6666666666667,664.3333333333334,3264,870,1955,10,5,3,1521.8418665113227,405.4284427888875,912.7326491853399,2246,828,1418,256.0,256.0,472.66666666666674,2134,748,1386,7,5,2,993.8418161636972,347.9204890009593,645.9253482838054,0,35,205,80,109,14,3,717,717,845,300,35,35,56,12,3,3,4,1,2,2,2,2,314.46497773555365,314.46497773555365,373.396125671741,123.55115899451893,9,0,4.0,3.741657386773941,0,33,6,166,73,0,0,35213,1648,5602,1059,2336,38,683,1072,21,1429,1346,198,491,11,82,80,0,3264,870,1955,16,3.75,10.522727272727273,156,32,111,1,1,0,23.60629370046741,4.636196521052379,17.843051405829502,3.4729026518036634,2.8202014594856397,3.267875419318897,2515,537,1643,23.952380952380953,5.114285714285714,15.647619047619047,156,32,111,3,1,0,27.82851601963129,5.351126780700421,21.228902558890677,3.3003780648707024,2.803457115648414,3.1341771075767664,2134,748,1386,11.340909090909092,3.6079545454545454,7.732954545454546,108,36,80,1,1,0,17.391146103978233,4.985176243599826,12.810340475133474,1723,515,1208,16.409523809523808,4.904761904761905,11.504761904761903,108,36,80,1,1,0,20.66499005707375,5.8886877987315405,15.273458964911466,0,34,176,73,104,158,8,0,0.8977272727272727,1.2297428845020701,139,8,0,1.3238095238095238,1.3904109573739296,675,675,801,268,35,35,56,12,3,3,4,1,1,1,1,1,5.351413147535876,5.351413147535876,7.418320293800003,1.6059355297208648,2.829946695941636,2.9041743682841634,2.829946695941636,2.4297522800024085,561,561,683,188,35,35,56,12,5.342857142857143,5.342857142857143,6.504761904761906,1.7904761904761906,1,1,1,1,6.372304018438022,6.372304018438022,8.974168017703777,1.960054606116094,9,0,1.2670454545454546,1.6487751370272838,97,112,7,762,1131,43,4,33,9,0,33,3,140,71,2,0,8,17,134,169,14644089,1,14356944,83205.05113636362,1079201.8194821496,82,0,7,0.4659090909090909,0.9038913806974672,206,0,18,1.1704545454545454,2.7124359687000017,1,93,12,176,2.6,1.1,2.0,1.85
org.gudy.azureus2.core3.peer.impl.transport.PEPeerTransportProtocol,3529,881,2236,15,418.0,1118.0,3390,797,2185,94,39,51,1648.0,379.0,1067.0,2388,761,1627,359.0,359.0,813.5,2284,691,1593,61,27,34,1111.5,332.0,779.5,3,23,230,124,118,15,2,758,758,873,346,39,39,39,30,3,3,3,1,15,15,15,10,319.0,319.0,374.5,128.0,7,6,6.5,0.5,0,33,41,159,75,0,0,36989,1720,5865,1128,2661,35,684,1075,27,1532,1457,237,506,7,66,151,3,3390,797,2185,16,2.8534031413612566,10.732984293193716,194,25,146,1,1,0,27.42461052331914,3.5814350336567986,21.096063278687613,3.4860051863622417,2.7371926427047373,3.3119656603683665,2668,443,1843,23.0,3.818965517241379,15.887931034482758,194,25,146,1,1,0,33.13322116588706,4.286303644149049,25.649753494723324,3.3209766773428235,2.725094521081469,3.194236748723829,2284,691,1593,10.958115183246074,2.7748691099476437,8.18324607329843,140,25,125,1,1,0,19.0883403628687,3.6591128239315687,16.05856206641861,1819,431,1388,15.68103448275862,3.7155172413793123,11.965517241379313,140,25,125,1,1,0,23.168646745835066,4.397895332218698,19.602925113572297,3,21,188,115,114,115,9,0,0.6020942408376964,1.0123818845296968,95,9,0,0.8189655172413793,1.1861204359027426,653,653,764,266,39,39,39,15,3,3,4,1,1,1,1,1,4.881041508996723,4.881041508996723,5.776826788877359,1.5645780225306247,2.815577748324267,2.8836614351536176,2.815577748324267,2.4265112613645754,537,537,643,191,39,39,39,15,4.629310344827585,4.629310344827585,5.543103448275862,1.6465517241379308,1,1,1,1,5.902264574769808,5.902264574769808,6.933666295665178,1.9663299892528108,7,0,1.130890052356021,1.4859336069443323,97,137,6,1018,1215,50,3,44,9,0,32,35,124,75,2,0,2,17,120,169,64092,1,31104,335.56020942408384,2787.462541299828,68,0,4,0.3560209424083769,0.7512313658297568,218,0,24,1.1413612565445026,2.987919171297268,2,117,13,191,8.9,1.2,7.2,5.05
org.gudy.azureus2.core3.torrent.TOTorrentFactory,440,346,62,8,35.333333333333336,6.888888888888888,164,138,43,8,6,0,57.6556401361235,45.29900661162449,13.477919757427491,159,137,22,13.111111111111107,13.111111111111107,2.4444444444444446,52,52,17,3,3,0,17.398027417632473,15.220194512149124,5.3771349478057155,16,20,71,1,33,9,9,19,19,19,19,1,1,1,1,1,1,1,1,0,0,0,0,4.998765279645331,4.998765279645331,4.998765279645331,4.998765279645331,0,0,0.0,0.0,1,0,0,86,52,7,0,1354,115,203,57,127,13,7,26,1,24,21,16,0,0,14,8,0,164,97,43,8,4.4375,2.125,15,9,8,6,2,1,2.9368350311176825,1.8697844127064491,2.027159342528357,2.1367205671564067,1.8573324964312683,1.5440680443502757,111,61,24,8.538461538461537,4.6923076923076925,1.8461538461538465,15,9,8,6,3,1,3.1529079279875685,1.8967427701443005,1.915369168921344,1.5440680443502757,1.2552725051033058,1.2552725051033058,41,24,17,2.125,1.0625,1.0625,4,2,2,2,1,1,0.4841229182759271,0.2420614591379636,0.2420614591379636,26,13,13,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,16,6,0,0,13,40,7,1,2.5,1.7677669529663689,35,7,1,2.6923076923076925,1.8967427701443005,16,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.230448921378274,1.230448921378274,1.230448921378274,1.230448921378274,13,13,13,13,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,109,35,1,0,1,0,0,0,0,16,3,1,0,1,12,0,169,16,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,7,32,16,100.0,100.0,25.8,100.0
org.gudy.azureus2.core3.torrent.impl.TOTorrentAnnounceURLGroupImpl,3076,1061,1604,15,89.0,145.8181818181818,866,313,399,6,4,0,237.52605772667042,83.33721203094635,122.60492217749157,1837,686,1151,55.90909090909091,55.90909090909091,104.63636363636364,461,178,283,2,2,0,131.12267929230774,48.22382388490822,84.23589466737576,2,20,170,77,83,13,11,557,557,587,215,67,67,77,6,3,3,3,1,0,0,0,0,46.81509257239574,46.81509257239574,48.893204584537656,21.066208106038967,10,0,4.454545454545454,2.903403531394784,2,8,78,84,77,1,0,366,60,70,30,20,10,6,3,3,13,20,2,0,0,0,3,0,41,19,11,6,2.0,2.2,9,3,5,4,1,1,1.6733200530681511,0.6324555320336759,1.4696938456699071,1.4913616938342726,1.0413926851582251,1.0791812460476249,20,7,8,6.666666666666668,2.333333333333333,2.6666666666666665,9,3,5,5,2,1,1.699673171197595,0.4714045207910317,1.699673171197595,1.230448921378274,0.8450980400142568,1.0413926851582251,19,9,10,3.2,1.2,2.0,6,2,4,2,1,1,1.4696938456699071,0.4000000000000001,1.095445115010332,11,4,7,3.6666666666666665,1.3333333333333333,2.333333333333333,6,2,4,2,1,1,1.699673171197595,0.4714045207910317,1.247219128924647,0,0,5,2,2,4,1,0,0.8,0.4,3,1,1,1.0,0.0,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.7781512503836436,3,3,3,3,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,19,6,0,15,11,1,0,2,0,0,0,2,3,2,1,0,2,12,3,169,5,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,5,1,5,100.0,100.0,7.0,100.0
org.gudy.azureus2.core3.torrent.impl.TOTorrentAnnounceURLSetImpl,3076,1061,1604,15,89.0,145.8181818181818,866,313,399,6,4,0,237.52605772667042,83.33721203094635,122.60492217749157,1837,686,1151,55.90909090909091,55.90909090909091,104.63636363636364,461,178,283,2,2,0,131.12267929230774,48.22382388490822,84.23589466737576,2,20,170,77,83,13,11,557,557,587,215,67,67,77,6,3,3,3,1,0,0,0,0,46.81509257239574,46.81509257239574,48.893204584537656,21.066208106038967,10,0,4.454545454545454,2.903403531394784,2,8,78,84,77,1,0,270,55,58,23,17,12,4,3,3,9,21,1,1,0,0,1,0,27,13,6,6,2.0,2.0,8,3,3,4,1,1,1.699673171197595,0.8164965809277259,0.8164965809277259,1.3010299956639813,0.8450980400142568,0.8450980400142568,7,3,2,7.0,3.0,2.0,7,3,2,7,3,2,0.0,0.0,0.0,1.0791812460476249,0.6989700043360189,0.9030899869919436,14,7,7,3.6666666666666665,1.3333333333333333,2.333333333333333,6,2,4,2,1,1,1.699673171197595,0.4714045207910317,1.247219128924647,3,1,2,3.0,1.0,2.0,3,1,2,3,1,2,0.0,0.0,0.0,0,0,3,2,0,3,2,0,1.0,0.8164965809277259,2,2,2,2.0,0.0,4,4,4,3,2,2,2,1,1,1,1,1,1,1,1,1,0.4714045207910317,0.4714045207910317,0.4714045207910317,0.0,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6020599913279624,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,1,0,0.3333333333333333,0.4714045207910317,33,3,0,10,7,0,0,2,0,0,0,1,2,2,1,0,2,12,2,169,4,1,2,1.3333333333333333,0.4714045207910317,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,3,2,3,100.0,100.0,5.0,100.0
org.gudy.azureus2.core3.torrent.impl.TOTorrentDeserialiseImpl,3076,1061,1604,15,89.0,145.8181818181818,866,313,399,6,4,0,237.52605772667042,83.33721203094635,122.60492217749157,1837,686,1151,55.90909090909091,55.90909090909091,104.63636363636364,461,178,283,2,2,0,131.12267929230774,48.22382388490822,84.23589466737576,2,20,170,77,83,13,11,557,557,587,215,67,67,77,6,3,3,3,1,0,0,0,0,46.81509257239574,46.81509257239574,48.893204584537656,21.066208106038967,10,0,4.454545454545454,2.903403531394784,2,8,78,84,77,1,0,6319,400,1020,207,340,28,106,161,18,206,225,26,79,2,52,43,0,490,119,331,39,8.75,27.58333333333333,283,52,221,6,1,1,74.421612377648,13.223243424616618,59.074047225118704,2.677606952720493,2.0253058652647704,2.521138083704036,475,105,331,39.583333333333336,8.75,27.58333333333333,283,52,221,6,1,1,74.421612377648,13.223243424616618,59.074047225118704,2.4913616938342726,1.944482672150169,2.3483048630481607,310,88,222,25.75,7.25,18.5,207,57,150,2,1,1,55.14545161056652,15.1169055475429,40.065571255131246,309,87,222,25.75,7.25,18.5,207,57,150,2,1,1,55.14545161056652,15.1169055475429,40.065571255131246,0,0,12,0,8,19,3,0,1.5833333333333333,1.0374916331657276,19,3,0,1.5833333333333333,1.0374916331657276,105,105,120,19,67,67,77,6,8,8,10,1,1,1,1,1,17.744130484942527,17.744130484942527,20.5182845286832,1.4409680388158819,2.0253058652647704,2.0827853703164503,2.0253058652647704,1.3010299956639813,105,105,120,19,67,67,77,6,8.75,8.75,10.0,1.5833333333333333,1,1,1,1,17.744130484942527,17.744130484942527,20.5182845286832,1.4409680388158819,10,0,2.083333333333333,2.7525240941522906,0,32,0,78,134,17,0,0,0,0,0,7,5,0,3,0,1,90,0,169,577539165,1,577539074,48128263.75,159623365.23248133,15,0,9,1.25,2.4195385234929963,46,0,30,3.8333333333333335,7.998263700467888,4,15,1,12,20.4,19.5,11.0,19.95
org.gudy.azureus2.core3.tracker.client.impl.TRTrackerAnnouncerMuxer,2384,860,1130,10,95.625,141.25,1066,300,601,17,15,0,322.82248895484344,87.77661633373663,190.4709623538454,1377,618,759,66.375,66.375,94.875,665,259,406,7,7,0,203.63616451897727,79.5894740213805,124.36884406876185,9,18,196,71,57,17,8,416,416,447,229,47,47,60,9,2,2,2,1,0,0,0,0,48.198644949832364,48.198644949832364,55.00170451904196,19.09679292446771,7,0,2.25,2.1065374432940898,0,6,26,173,82,1,2,11116,442,1735,311,670,33,212,297,17,414,437,72,147,4,12,39,2,1066,300,601,25,5.457142857142856,15.971428571428573,205,50,155,4,1,1,41.533718782675436,8.553505069829084,30.65987206597641,2.9508514588885464,2.2833012287035497,2.7481880270062,518,120,334,30.470588235294123,7.0588235294117645,19.647058823529417,205,50,155,4,1,1,46.82397280310316,11.132731752044318,36.211699728566096,2.7693773260761385,2.3201462861110542,2.57978359661681,665,259,406,16.771428571428572,5.942857142857143,10.82857142857143,154,54,100,2,1,1,29.04192606194973,10.52871680457882,18.676931094321702,355,117,238,20.88235294117647,6.882352941176473,14.0,154,54,100,2,1,1,35.26685221354329,12.174623332456624,23.19736293329101,0,5,35,17,16,27,3,0,0.7714285714285715,0.7959079015533782,19,3,0,1.1176470588235294,0.8998269729869621,163,163,185,67,47,47,60,9,4,4,5,1,1,1,1,1,7.841074478640784,7.841074478640784,10.103949520774902,1.9910001588782111,2.214843848047698,2.2695129442179165,2.214843848047698,1.8325089127062364,112,112,130,38,47,47,60,9,6.588235294117648,6.588235294117648,7.647058823529411,2.235294117647059,1,1,1,1,10.814254337947354,10.814254337947354,13.970309594744506,2.3894230601870468,7,0,1.3714285714285714,1.4752377878200669,89,39,1,124,222,20,0,9,4,0,3,10,22,18,2,0,1,32,24,169,285659521,1,285659137,8161700.6,47590417.72328708,21,0,8,0.6,1.397957694025722,60,0,13,1.7142857142857142,3.2999690783956366,1,27,4,35,1.2,0.3,1.0,0.75
org.gudy.azureus2.core3.tracker.server.impl.TRTrackerServerTorrentImpl,4330,1520,2157,13,130.0909090909091,196.0909090909091,1971,570,1155,6,4,0,548.7424240332475,162.4306590772335,321.0200941163127,2454,933,1521,77.72727272727273,77.72727272727273,138.27272727272728,1199,384,815,2,2,0,333.2978465958857,107.66453869571905,226.36860162498886,18,44,268,140,99,25,11,749,749,848,372,142,142,184,37,2,2,3,1,0,0,0,0,96.73897741896036,96.73897741896036,116.38245586452386,34.565066203508025,14,0,3.1818181818181817,4.018552019145518,0,1,92,193,112,2,2,22097,799,3228,464,1344,34,377,640,23,799,705,73,296,9,74,132,0,1971,570,1155,36,7.904761904761906,24.690476190476193,595,123,456,4,1,1,97.9902003522769,20.28582606720823,74.92996351998696,3.1878026387184195,2.52244423350632,3.01619735351244,1415,303,976,52.407407407407405,11.222222222222221,36.14814814814815,595,123,456,4,1,1,119.25921325050872,24.66116054662012,91.40941831031364,3.0008677215312267,2.423245873936808,2.868056361823041,1199,384,815,23.83333333333333,6.2857142857142865,17.547619047619047,437,122,315,2,1,1,70.08937038716957,19.225832961440823,50.94450873766026,926,238,688,34.2962962962963,8.814814814814815,25.48148148148148,437,122,315,2,1,1,85.58461908146589,23.58285164335249,62.09214799191326,0,14,42,33,26,81,19,0,1.9285714285714288,3.480509384879072,77,19,0,2.851851851851852,4.043318253188914,344,344,416,109,142,142,184,37,8,8,9,2,1,1,1,1,23.04781581970311,23.04781581970311,29.99588029158538,6.027948888341168,2.537819095073274,2.6201360549737576,2.537819095073274,2.041392685158225,316,316,387,94,142,142,184,37,11.703703703703706,11.703703703703706,14.333333333333336,3.4814814814814814,1,1,1,1,28.11328250043466,28.11328250043466,36.64544840616481,7.370463427664911,14,0,2.071428571428572,2.848498828897652,91,50,1,284,429,23,0,19,6,0,1,14,27,15,1,0,2,12,20,169,1595619644,1,999999999,37990943.904761896,175536059.85927776,42,0,17,1.0,2.9113897843110044,149,0,68,3.5476190476190474,11.208420263679276,1,27,5,42,36.4,25.2,54.2,30.8
